동대문구,2019-04,164
동대문구,2019-05,158
동대문구,2019-06,150
동대문구,2019-07,160
동대문구,2019-08,147
동대문구,2019-09,169
동대문구,2019-10,174
동대문구,2019-11,149
동대문구,2019-12,133
동대문구,2019-계,"1,884"
동대문구,2020-01,185
동대문구,2020-02,139
동대문구,2020-03,138
동대문구,2020-04,156
동대문구,2020-05,127
동대문구,2020-06,147
동대문구,2020-07,117
동대문구,2020-08,141
동대문구,2020-09,157
동대문구,2020-10,132
동대문구,2020-11,124
동대문구,2020-12,139
동대문구,2020-계,"1,702"
동대문구,2021-01,133
동대문구,2021-02,115
동대문구,2021-03,155
동대문구,2021-04,130
동대문구,2021-05,149
동대문구,2021-06,138
동대문구,2021-07,133
동대문구,2021-08,146
동대문구,2021-09,128
동대문구,2021-10,135
동대문구,2021-11,120
동대문구,2021-12,128
동대문구,2021-계,1610
동작구,2017-01,261
동작구,2017-02,212
동작구,2017-03,268
동작구,2017-04,266
동작구,2017-05,227
동작구,2017-06,237
동작구,2017-07,219
동작구,2017-08,236
동작구,2017-09,263
동작구,2017-10,218
동작구,2017-11,212
동작구,2017-12,195
동작구,2017-계,"2,814"
동작구,2018-01,220
동작구,2018-02,210
동작구,2018-03,221
동작구,2018-04,209
동작구,2018-05,235
동작구,2018-06,178
동작구,2018-07,213
동작구,2018-08,209
동작구,2018-09,177
동작구,2018-10,182
동작구,2018-11,185
동작구,2018-12,178
동작구,2018-계,"2,417"
동작구,2019-01,204
동작구,2019-02,184
동작구,2019-03,201
동작구,2019-04,203
동작구,2019-05,188
동작구,2019-06,185
동작구,2019-07,196
동작구,2019-08,184
동작구,2019-09,189
동작구,2019-10,192
동작구,2019-11,155
동작구,2019-12,146
동작구,2019-계,"2,227"
동작구,2020-01,221
동작구,2020-02,153
동작구,2020-03,193
동작구,2020-04,160
동작구,2020-05,180
동작구,2020-06,163
동작구,2020-07,163
동작구,2020-08,148
동작구,2020-09,204
동작구,2020-10,153
동작구,2020-11,153
동작구,2020-12,153
동작구,2020-계,"2,044"
동작구,2021-01,170
동작구,2021-02,159
동작구,2021-03,164
동작구,2021-04,176
동작구,2021-05,147
동작구,2021-06,156
동작구,2021-07,147
동작구,2021-08,160
동작구,2021-09,137
동작구,2021-10,150
동작구,2021-11,151
동작구,2021-12,140
동작구,2021-계,1857
마포구,2017-01,263
마포구,2017-02,265
마포구,2017-03,253
마포구,2017-04,270
마포구,2017-05,245
마포구,2017-06,213
마포구,2017-07,251
마포구,2017-08,189
마포구,2017-09,235
마포구,2017-10,203
마포구,2017-11,216
마포구,2017-12,209
마포구,2017-계,"2,812"
